# SYSID BEGIN dir=1 duty=0.200 samples=1000 dt=0.001 vbat=7.40
# enc[0]	enc[1]	gyro.z	accel.y	angular_accel	u.tra	u.rot	vbat
0	0	-0.0188	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0123	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0038	0.0000	0.0000	0.000	0.200	7.40
0	0	-0.0001	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0021	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0081	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0045	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0014	0.0000	0.0000	0.000	0.200	7.40
0	0	-0.0004	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0293	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0006	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0067	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0087	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0219	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0135	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0228	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0265	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0353	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0438	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0277	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0200	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0458	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0361	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0481	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0572	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0406	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0426	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0362	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0354	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0490	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0391	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0191	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0425	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0455	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0522	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0385	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0553	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0524	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0489	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0752	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0845	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0678	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0625	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0379	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0699	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0872	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0560	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0611	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0757	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0650	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0702	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0858	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0757	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0741	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0759	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0898	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0777	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0780	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0647	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0855	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0976	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0813	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0780	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0878	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0866	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0910	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0948	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0808	0.0000	0.0000	0.000	0.200	7.40
0	0	0.1026	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0813	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0984	0.0000	0.0000	0.000	0.200	7.40
0	0	0.1022	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0951	0.0000	0.0000	0.000	0.200	7.40
0	0	0.1050	0.0000	0.0000	0.000	0.200	7.40
0	0	0.1209	0.0000	0.0000	0.000	0.200	7.40
0	0	0.0889	0.0000	0.0000	0.000	0.200	7.40
