# SYSID BEGIN dir=0 duty=0.700 samples=1000 dt=0.001 vbat=7.84
# enc[0]	enc[1]	gyro.z	accel.y	angular_accel	u.tra	u.rot	vbat
0.0000	0.0000	-0.001000	-50.3000	-1.0600	0.700	0.000	7.84
0.0000	0.0000	-0.002100	-50.3000	-1.0600	0.700	0.000	7.84
0.0000	0.0000	-0.003100	-82.6200	-1.0600	0.700	0.000	7.84
0.0000	0.0000	-0.004200	-82.6200	-1.0600	0.700	0.000	7.84
0.0000	0.1000	-0.008500	-82.6200	-4.2600	0.700	0.000	7.84
0.0000	0.2600	-0.008500	-82.6200	0.0000	0.700	0.000	7.84
0.0200	0.4400	-0.019100	-82.6200	-10.6400	0.700	0.000	7.84
0.1000	0.6000	-0.034000	-82.6200	-14.9000	0.700	0.000	7.84
0.2400	0.7000	-0.020200	-82.6200	13.8300	0.700	0.000	7.84
0.4000	0.7600	0.053300	-82.6200	73.4300	0.700	0.000	7.84
0.5800	0.8200	0.159700	-82.6200	106.4200	0.700	0.000	7.84
0.7400	0.9000	0.159700	-82.6200	0.0000	0.700	0.000	7.84
0.9000	1.0000	0.228900	5771.8000	69.1700	0.700	0.000	7.84
1.0600	1.1200	0.231000	5771.8000	2.1300	0.700	0.000	7.84
1.2000	1.2600	0.187400	5771.8000	-43.6300	0.700	0.000	7.84
1.3600	1.4200	0.134100	5771.8000	-53.2100	0.700	0.000	7.84
1.5000	1.5600	0.103300	5771.8000	-30.8600	0.700	0.000	7.84
1.6400	1.7100	0.103300	5771.8000	0.0000	0.700	0.000	7.84
1.7900	1.8700	0.070300	5771.8000	-32.9900	0.700	0.000	7.84
1.9500	2.0500	0.010700	5771.8000	-59.6000	0.700	0.000	7.84
2.1300	2.2300	-0.051000	5771.8000	-61.7300	0.700	0.000	7.84
2.3100	2.4300	-0.084000	8832.7900	-32.9900	0.700	0.000	7.84
2.4900	2.6300	-0.092500	8832.7900	-8.5100	0.700	0.000	7.84
2.6700	2.8500	-0.092500	8832.7900	0.0000	0.700	0.000	7.84
2.8500	3.0900	-0.106400	8832.7900	-13.8300	0.700	0.000	7.84
3.0700	3.3100	-0.139400	8832.7900	-32.9900	0.700	0.000	7.84
3.2700	3.5500	-0.179800	8832.7900	-40.4400	0.700	0.000	7.84
3.4900	3.7900	-0.196800	8832.7900	-17.0300	0.700	0.000	7.84
3.7500	4.0500	-0.196800	8832.7900	0.0000	0.700	0.000	7.84
3.9900	4.3300	-0.190400	8832.7900	6.3900	0.700	0.000	7.84
4.2300	4.6500	-0.203200	8832.7900	-12.7700	0.700	0.000	7.84
4.4900	4.9900	-0.239400	5414.4700	-36.1800	0.700	0.000	7.84
4.7300	5.3200	-0.250000	5414.4700	-10.6400	0.700	0.000	7.84
4.9700	5.6200	-0.228800	5414.4700	21.2800	0.700	0.000	7.84
5.2200	5.9400	-0.228800	5414.4700	0.0000	0.700	0.000	7.84
5.4600	6.2800	-0.211700	5414.4700	17.0300	0.700	0.000	7.84
5.7000	6.6600	-0.227700	5414.4700	-15.9600	0.700	0.000	7.84
5.9600	7.0400	-0.263900	5414.4700	-36.1800	0.700	0.000	7.84
6.2200	7.4200	-0.283000	5414.4700	-19.1600	0.700	0.000	7.84
6.5200	7.8000	-0.260700	5414.4700	22.3500	0.700	0.000	7.84
6.8200	8.2000	-0.260700	5414.4700	0.0000	0.700	0.000	7.84
7.1200	8.5900	-0.188300	5465.9400	72.3700	0.700	0.000	7.84
7.4200	9.0300	-0.122300	5465.9400	65.9800	0.700	0.000	7.84
7.7200	9.4500	-0.127700	5465.9400	-5.3200	0.700	0.000	7.84
8.0600	9.8700	-0.171300	5465.9400	-43.6300	0.700	0.000	7.84
8.3800	10.2900	-0.172300	5465.9400	-1.0600	0.700	0.000	7.84
8.7100	10.7500	-0.172300	5465.9400	0.0000	0.700	0.000	7.84
9.0300	11.2100	-0.101000	5465.9400	71.3000	0.700	0.000	7.84
9.3900	11.6300	-0.042500	5465.9400	58.5300	0.700	0.000	7.84
9.7300	12.0400	-0.063800	5465.9400	-21.2800	0.700	0.000	7.84
10.0900	12.4800	-0.125500	6056.7100	-61.7300	0.700	0.000	7.84
10.4500	12.9600	-0.164900	6056.7100	-39.3800	0.700	0.000	7.84
10.8100	13.4400	-0.164900	6056.7100	0.0000	0.700	0.000	7.84
11.2100	13.9000	-0.160600	6056.7100	4.2600	0.700	0.000	7.84
11.5900	14.3400	-0.135100	6056.7100	25.5400	0.700	0.000	7.84
12.0000	14.8200	-0.122300	6056.7100	12.7700	0.700	0.000	7.84
12.4000	15.3200	-0.110600	6056.7100	11.7100	0.700	0.000	7.84
12.8000	15.8300	-0.063800	6056.7100	46.8300	0.700	0.000	7.84
13.2000	16.3300	-0.063800	6056.7100	0.0000	0.700	0.000	7.84
13.6400	16.9100	-0.012700	6056.7100	51.0800	0.700	0.000	7.84
14.1000	17.5100	-0.023400	5703.5700	-10.6400	0.700	0.000	7.84
14.5600	18.0900	-0.080800	5703.5700	-57.4700	0.700	0.000	7.84
15.0000	18.5900	-0.128700	5703.5700	-47.8900	0.700	0.000	7.84
15.4100	19.1000	-0.144700	5703.5700	-15.9600	0.700	0.000	7.84
15.8500	19.6600	-0.144700	5703.5700	0.0000	0.700	0.000	7.84
16.3500	20.2400	-0.136200	5703.5700	8.5100	0.700	0.000	7.84
16.8500	20.8000	-0.114900	5703.5700	21.2800	0.700	0.000	7.84
17.3300	21.3600	-0.078700	5703.5700	36.1800	0.700	0.000	7.84
17.8100	22.0000	-0.100000	5703.5700	-21.2800	0.700	0.000	7.84
18.3300	22.5900	-0.100000	5703.5700	0.0000	0.700	0.000	7.84
18.8300	23.1500	-0.204300	5021.2200	-104.2900	0.700	0.000	7.84
19.3200	23.7300	-0.316000	5021.2200	-111.7400	0.700	0.000	7.84
19.8400	24.3300	-0.345800	5021.2200	-29.8000	0.700	0.000	7.84
20.3600	24.8900	-0.273400	5021.2200	72.3700	0.700	0.000	7.84
20.8800	25.4500	-0.168100	5021.2200	105.3600	0.700	0.000	7.84
21.4200	26.0400	-0.168100	5021.2200	0.0000	0.700	0.000	7.84
21.9600	26.6600	-0.108500	5021.2200	59.6000	0.700	0.000	7.84
22.5100	27.2200	-0.121300	5021.2200	-12.7700	0.700	0.000	7.84
23.0900	27.8000	-0.089300	5021.2200	31.9300	0.700	0.000	7.84
23.6500	28.4000	0.009600	6403.8700	98.9700	0.700	0.000	7.84
24.1900	29.0000	0.025600	6403.8700	15.9600	0.700	0.000	7.84
24.7300	29.5300	0.025600	6403.8700	0.0000	0.700	0.000	7.84
25.3100	30.0900	-0.041400	6403.8700	-67.0500	0.700	0.000	7.84
25.9200	30.6500	-0.083000	6403.8700	-41.5000	0.700	0.000	7.84
26.5600	31.2300	-0.098900	6403.8700	-15.9600	0.700	0.000	7.84
27.2400	31.8100	-0.106400	6403.8700	-7.4500	0.700	0.000	7.84
27.9400	32.4300	-0.089300	6403.8700	17.0300	0.700	0.000	7.84
28.6600	33.0800	-0.089300	6403.8700	0.0000	0.700	0.000	7.84
29.3900	33.7400	-0.063800	6403.8700	25.5400	0.700	0.000	7.84
30.1700	34.4400	-0.038300	6291.3500	25.5400	0.700	0.000	7.84
30.9300	35.1200	0.001100	6291.3500	39.3800	0.700	0.000	7.84
31.7300	35.7200	0.035200	6291.3500	34.0600	0.700	0.000	7.84
32.5200	36.3500	0.079900	6291.3500	44.7000	0.700	0.000	7.84
33.2800	36.9700	0.079900	6291.3500	0.0000	0.700	0.000	7.84
34.0600	37.5700	0.144800	6291.3500	64.9200	0.700	0.000	7.84
34.8000	38.2100	0.182000	6291.3500	37.2500	0.700	0.000	7.84
35.5200	38.8500	0.145900	6291.3500	-36.1800	0.700	0.000	7.84
36.2300	39.5400	0.042600	6291.3500	-103.2300	0.700	0.000	7.84
36.9300	40.2400	-0.042500	4839.2600	-85.1400	0.700	0.000	7.84
37.6100	40.9000	-0.042500	4839.2600	0.0000	0.700	0.000	7.84
38.3100	41.5400	-0.083000	4839.2600	-40.4400	0.700	0.000	7.84
39.0300	42.2200	-0.061700	4839.2600	21.2800	0.700	0.000	7.84
39.8000	42.8500	0.015000	4839.2600	76.6200	0.700	0.000	7.84
40.5600	43.4700	0.044800	4839.2600	29.8000	0.700	0.000	7.84
41.2800	44.0700	0.032000	4839.2600	-12.7700	0.700	0.000	7.84
42.0000	44.6900	0.032000	4839.2600	0.0000	0.700	0.000	7.84
42.7200	45.3500	0.009600	4839.2600	-22.3500	0.700	0.000	7.84
43.4500	46.0100	-0.003100	4839.2600	-12.7700	0.700	0.000	7.84
44.2100	46.7000	-0.001000	4473.5500	2.1300	0.700	0.000	7.84
44.9700	47.4200	0.012800	4473.5500	13.8300	0.700	0.000	7.84
45.7300	48.1200	0.012800	4473.5500	0.0000	0.700	0.000	7.84
46.4400	48.8600	0.061800	4473.5500	48.9500	0.700	0.000	7.84
47.1600	49.5600	0.142700	4473.5500	80.8800	0.700	0.000	7.84
47.9000	50.2500	0.222500	4473.5500	79.8200	0.700	0.000	7.84
48.6400	50.9500	0.251200	4473.5500	28.7300	0.700	0.000	7.84
49.3800	51.6700	0.215000	4473.5500	-36.1800	0.700	0.000	7.84
50.1300	52.4700	0.215000	4473.5500	0.0000	0.700	0.000	7.84
