# SYSID BEGIN dir=0 duty=0.200 samples=1000 dt=0.001 vbat=7.66
# enc[0]	enc[1]	gyro.z	accel.y	angular_accel	u.tra	u.rot	vbat
0.0000	0.0000	-0.001300	8.6300	-1.0600	0.200	0.000	7.66
0.0000	0.0000	-0.002300	8.6300	-1.0600	0.200	0.000	7.66
0.0000	0.0000	-0.001300	8.6300	1.0600	0.200	0.000	7.66
0.0000	0.0400	0.000800	33.7600	2.1300	0.200	0.000	7.66
0.0000	0.1000	0.000800	33.7600	0.0000	0.200	0.000	7.66
0.0000	0.1800	0.016800	33.7600	15.9600	0.200	0.000	7.66
0.0800	0.2400	0.071100	33.7600	54.2800	0.200	0.000	7.66
0.2200	0.3000	0.161500	33.7600	90.4600	0.200	0.000	7.66
0.3400	0.3600	0.233900	33.7600	72.3700	0.200	0.000	7.66
0.4800	0.4000	0.221100	33.7600	-12.7700	0.200	0.000	7.66
0.5800	0.4600	0.221100	33.7600	0.0000	0.200	0.000	7.66
0.6600	0.5000	0.162600	33.7600	-58.5300	0.200	0.000	7.66
0.7600	0.5800	0.076400	33.7600	-86.2000	0.200	0.000	7.66
0.8600	0.6600	-0.029000	5414.7300	-105.3600	0.200	0.000	7.66
0.9600	0.7400	-0.057700	5414.7300	-28.7300	0.200	0.000	7.66
1.0800	0.8600	-0.033200	5414.7300	24.4800	0.200	0.000	7.66
1.1800	0.9600	-0.033200	5414.7300	0.0000	0.200	0.000	7.66
1.2800	1.1000	-0.051300	5414.7300	-18.0900	0.200	0.000	7.66
1.4200	1.2200	-0.106600	5414.7300	-55.3400	0.200	0.000	7.66
1.5400	1.3400	-0.113000	5414.7300	-6.3900	0.200	0.000	7.66
1.6800	1.4600	-0.043800	5414.7300	69.1700	0.200	0.000	7.66
1.8100	1.6000	0.037000	5414.7300	80.8800	0.200	0.000	7.66
1.9900	1.7300	0.037000	5414.7300	0.0000	0.200	0.000	7.66
2.1500	1.8700	0.076400	5490.1500	39.3800	0.200	0.000	7.66
2.3300	1.9900	0.079600	5490.1500	3.1900	0.200	0.000	7.66
2.5100	2.1300	0.065800	5490.1500	-13.8300	0.200	0.000	7.66
2.6900	2.2900	0.034900	5490.1500	-30.8600	0.200	0.000	7.66
2.8900	2.4500	-0.015100	5490.1500	-50.0200	0.200	0.000	7.66
3.0700	2.6100	-0.015100	5490.1500	0.0000	0.200	0.000	7.66
3.2700	2.7700	-0.069400	5490.1500	-54.2800	0.200	0.000	7.66
3.4300	2.9300	-0.123700	5490.1500	-54.2800	0.200	0.000	7.66
3.6100	3.1100	-0.189600	5490.1500	-65.9800	0.200	0.000	7.66
3.7700	3.2900	-0.252400	4343.9300	-62.7900	0.200	0.000	7.66
3.9500	3.5100	-0.282200	4343.9300	-29.8000	0.200	0.000	7.66
4.1500	3.7500	-0.282200	4343.9300	0.0000	0.200	0.000	7.66
4.3500	3.9700	-0.269500	4343.9300	12.7700	0.200	0.000	7.66
4.5500	4.2300	-0.213100	4343.9300	56.4000	0.200	0.000	7.66
4.7900	4.4500	-0.116200	4343.9300	96.8400	0.200	0.000	7.66
5.0100	4.6700	-0.009800	4343.9300	106.4200	0.200	0.000	7.66
5.2000	4.8700	0.056200	4343.9300	65.9800	0.200	0.000	7.66
5.4000	5.0900	0.056200	4343.9300	0.0000	0.200	0.000	7.66
5.6200	5.3200	0.055100	4343.9300	-1.0600	0.200	0.000	7.66
5.8200	5.5800	0.006200	4772.4900	-48.9500	0.200	0.000	7.66
6.0600	5.8600	-0.044900	4772.4900	-51.0800	0.200	0.000	7.66
6.3000	6.1600	-0.060900	4772.4900	-15.9600	0.200	0.000	7.66
6.5600	6.4200	-0.020400	4772.4900	40.4400	0.200	0.000	7.66
6.8200	6.6600	-0.020400	4772.4900	0.0000	0.200	0.000	7.66
7.0600	6.9000	0.065800	4772.4900	86.2000	0.200	0.000	7.66
7.3200	7.1600	0.130700	4772.4900	64.9200	0.200	0.000	7.66
7.5800	7.4600	0.109400	4772.4900	-21.2800	0.200	0.000	7.66
7.8400	7.7800	0.022100	4772.4900	-87.2700	0.200	0.000	7.66
8.1000	8.1200	-0.048100	4605.4900	-70.2400	0.200	0.000	7.66
8.3800	8.4600	-0.048100	4605.4900	0.0000	0.200	0.000	7.66
8.6500	8.8100	-0.044900	4605.4900	3.1900	0.200	0.000	7.66
8.9500	9.1300	0.024300	4605.4900	69.1700	0.200	0.000	7.66
9.2500	9.4500	0.110500	4605.4900	86.2000	0.200	0.000	7.66
9.5700	9.8100	0.178600	4605.4900	68.1100	0.200	0.000	7.66
9.8900	10.1700	0.178600	4605.4900	0.0000	0.200	0.000	7.66
10.2100	10.5300	0.212600	4605.4900	34.0600	0.200	0.000	7.66
10.5300	10.8700	0.210500	4605.4900	-2.1300	0.200	0.000	7.66
10.8500	11.2300	0.209400	4605.4900	-1.0600	0.200	0.000	7.66
11.1500	11.6100	0.215800	5141.2000	6.3900	0.200	0.000	7.66
11.4500	12.0000	0.193500	5141.2000	-22.3500	0.200	0.000	7.66
11.7900	12.4200	0.193500	5141.2000	0.0000	0.200	0.000	7.66
12.1200	12.8400	0.145600	5141.2000	-47.8900	0.200	0.000	7.66
12.4600	13.2200	0.107300	5141.2000	-38.3100	0.200	0.000	7.66
12.8000	13.5800	0.123200	5141.2000	15.9600	0.200	0.000	7.66
13.1200	13.9400	0.202000	5141.2000	78.7500	0.200	0.000	7.66
13.5000	14.3800	0.288200	5141.2000	86.2000	0.200	0.000	7.66
13.8800	14.8400	0.288200	5141.2000	0.0000	0.200	0.000	7.66
14.2800	15.3000	0.294600	5141.2000	6.3900	0.200	0.000	7.66
14.6600	15.7100	0.221100	5062.1900	-73.4300	0.200	0.000	7.66
15.0400	16.1100	0.179600	5062.1900	-41.5000	0.200	0.000	7.66
15.4100	16.5500	0.223300	5062.1900	43.6300	0.200	0.000	7.66
15.7900	17.0100	0.294600	5062.1900	71.3000	0.200	0.000	7.66
16.1900	17.4300	0.294600	5062.1900	0.0000	0.200	0.000	7.66
16.5700	17.8300	0.329700	5062.1900	35.1200	0.200	0.000	7.66
16.9700	18.2700	0.336100	5062.1900	6.3900	0.200	0.000	7.66
17.3900	18.7100	0.361600	5062.1900	25.5400	0.200	0.000	7.66
