0.0518679,0,0,21.279,0.534371,-233802,-6502.43,516.354,30.3519,-138365,10987.5,305.58,4.74459
0.0518779,0,0,21.279,0.534584,-233773,-6504.77,516.289,30.3571,-138415,10986.1,305.69,4.74764
0.0518879,0,0,21.279,0.534796,-233743,-6507.1,516.223,30.3622,-138465,10984.7,305.799,4.7507
0.0518979,0,0,21.279,0.535009,-233714,-6509.44,516.158,30.3674,-138514,10983.3,305.909,4.75376
0.0519079,0,0,21.279,0.535222,-233685,-6511.78,516.093,30.3726,-138564,10981.9,306.019,4.75682
0.0519179,0,0,21.279,0.535435,-233655,-6514.11,516.028,30.3777,-138614,10980.6,306.129,4.75988
0.0519278,0,0,21.279,0.535647,-233626,-6516.45,515.963,30.3829,-138663,10979.2,306.239,4.76294
0.0519378,0,0,21.279,0.53586,-233596,-6518.79,515.898,30.3881,-138713,10977.8,306.349,4.76601
0.0519478,0,0,21.279,0.536073,-233567,-6521.12,515.833,30.3932,-138763,10976.4,306.458,4.76907
0.0519578,0,0,21.279,0.536286,-233537,-6523.46,515.767,30.3984,-138813,10975,306.568,4.77213
0.0519678,0,0,21.279,0.536498,-233507,-6525.79,515.702,30.4035,-138862,10973.6,306.678,4.7752
0.0519778,0,0,21.279,0.536711,-233478,-6528.12,515.637,30.4087,-138912,10972.2,306.787,4.77827
0.0519878,0,0,21.279,0.536924,-233448,-6530.46,515.572,30.4138,-138962,10970.8,306.897,4.78134
0.0519978,0,0,21.279,0.537137,-233419,-6532.79,515.506,30.419,-139011,10969.5,307.007,4.78441
0.0520078,0,0,21.279,0.53735,-233389,-6535.13,515.441,30.4242,-139061,10968.1,307.117,4.78748
0.0520178,0,0,21.279,0.537562,-233360,-6537.46,515.376,30.4293,-139111,10966.7,307.226,4.79055
0.0520278,0,0,21.279,0.537775,-233330,-6539.79,515.31,30.4345,-139160,10965.3,307.336,4.79362
0.0520378,0,0,21.279,0.537988,-233300,-6542.13,515.245,30.4396,-139210,10963.9,307.445,4.79669
0.0520478,0,0,21.279,0.538201,-233271,-6544.46,515.179,30.4448,-139259,10962.5,307.555,4.79977
0.0520578,0,0,21.279,0.538413,-233241,-6546.79,515.114,30.4499,-139309,10961.1,307.665,4.80285
0.0520678,0,0,21.279,0.538626,-233211,-6549.12,515.049,30.4551,-139359,10959.7,307.774,4.80592
0.0520778,0,0,21.279,0.538839,-233182,-6551.45,514.983,30.4602,-139408,10958.3,307.884,4.809
0.0520878,0,0,21.279,0.539052,-233152,-6553.79,514.918,30.4654,-139458,10956.9,307.993,4.81208
0.0520978,0,0,21.279,0.539264,-233123,-6556.12,514.852,30.4705,-139508,10955.5,308.103,4.81516
0.0521078,0,0,21.279,0.539477,-233093,-6558.45,514.786,30.4757,-139557,10954.1,308.212,4.81824
0.0521178,0,0,21.279,0.53969,-233063,-6560.78,514.721,30.4808,-139607,10952.7,308.322,4.82133
0.0521278,0,0,21.279,0.539903,-233033,-6563.11,514.655,30.486,-139656,10951.3,308.431,4.82441
0.0521378,0,0,21.279,0.540115,-233004,-6565.44,514.59,30.4911,-139706,10949.9,308.541,4.82749
0.0521478,0,0,21.279,0.540328,-232974,-6567.77,514.524,30.4962,-139755,10948.5,308.65,4.83058
0.0521578,0,0,21.279,0.540541,-232944,-6570.1,514.458,30.5014,-139805,10947.1,308.76,4.83367
0.0521678,0,0,21.279,0.540754,-232914,-6572.43,514.393,30.5065,-139855,10945.8,308.869,4.83676
0.0521778,0,0,21.279,0.540966,-232885,-6574.76,514.327,30.5117,-139904,10944.4,308.979,4.83984
0.0521878,0,0,21.279,0.541179,-232855,-6577.08,514.261,30.5168,-139954,10943,309.088,4.84294
0.0521978,0,0,21.279,0.541392,-232825,-6579.41,514.195,30.522,-140003,10941.6,309.198,4.84603
0.0522078,0,0,21.279,0.541605,-232795,-6581.74,514.13,30.5271,-140053,10940.2,309.307,4.84912
0.0522178,0,0,21.279,0.541817,-232766,-6584.07,514.064,30.5322,-140102,10938.8,309.416,4.85221
0.0522278,0,0,21.279,0.54203,-232736,-6586.39,513.998,30.5374,-140152,10937.4,309.526,4.85531
0.0522378,0,0,21.279,0.542243,-232706,-6588.72,513.932,30.5425,-140201,10936,309.635,4.8584
0.0522478,0,0,21.279,0.542456,-232676,-6591.05,513.866,30.5477,-140251,10934.5,309.744,4.8615
0.0522578,0,0,21.279,0.542669,-232646,-6593.37,513.8,30.5528,-140300,10933.1,309.854,4.8646
0.0522678,0,0,21.279,0.542881,-232616,-6595.7,513.734,30.5579,-140350,10931.7,309.963,4.8677
0.0522778,0,0,21.279,0.543094,-232587,-6598.03,513.668,30.5631,-140399,10930.3,310.072,4.8708
0.0522878,0,0,21.279,0.543307,-232557,-6600.35,513.602,30.5682,-140449,10928.9,310.182,4.8739
0.0522978,0,0,21.279,0.54352,-232527,-6602.68,513.536,30.5734,-140498,10927.5,310.291,4.877
0.0523078,0,0,21.279,0.543732,-232497,-6605,513.47,30.5785,-140548,10926.1,310.4,4.8801
0.0523178,0,0,21.279,0.543945,-232467,-6607.33,513.404,30.5836,-140597,10924.7,310.509,4.88321
0.0523278,0,0,21.279,0.544158,-232437,-6609.65,513.338,30.5888,-140647,10923.3,310.619,4.88631
0.0523378,0,0,21.279,0.544371,-232407,-6611.97,513.272,30.5939,-140696,10921.9,310.728,4.88942
0.0523478,0,0,21.279,0.544583,-232377,-6614.3,513.206,30.599,-140746,10920.5,310.837,4.89253
0.0523578,0,0,21.279,0.544796,-232347,-6616.62,513.14,30.6042,-140795,10919.1,310.946,4.89564
0.0523678,0,0,21.279,0.545009,-232317,-6618.94,513.074,30.6093,-140844,10917.7,311.055,4.89875
0.0523778,0,0,21.279,0.545222,-232287,-6621.27,513.007,30.6144,-140894,10916.3,311.165,4.90186
0.0523878,0,0,21.279,0.545434,-232257,-6623.59,512.941,30.6195,-140943,10914.9,311.274,4.90497
0.0523978,0,0,21.279,0.545647,-232227,-6625.91,512.875,30.6247,-140993,10913.5,311.383,4.90808
0.0524078,0,0,21.279,0.54586,-232197,-6628.23,512.809,30.6298,-141042,10912,311.492,4.9112
0.0524178,0,0,21.279,0.546073,-232167,-6630.55,512.742,30.6349,-141091,10910.6,311.601,4.91431
0.0524278,0,0,21.279,0.546286,-232137,-6632.88,512.676,30.6401,-141141,10909.2,311.71,4.91743
0.0524378,0,0,21.279,0.546498,-232107,-6635.2,512.61,30.6452,-141190,10907.8,311.819,4.92055
0.0524478,0,0,21.279,0.546711,-232077,-6637.52,512.543,30.6503,-141240,10906.4,311.928,4.92367
