0.0518679,0,0,21.279,1.31977,-67484.4,-12367.2,149.04,18.1071,-263162,3171.41,581.195,24.8169
0.0518779,0,0,21.279,1.31998,-67428.4,-12367.9,148.916,18.1086,-263176,3168.78,581.226,24.8227
0.0518879,0,0,21.279,1.32019,-67372.4,-12368.6,148.792,18.1101,-263191,3166.15,581.258,24.8285
0.0518979,0,0,21.279,1.32041,-67316.4,-12369.3,148.669,18.1115,-263205,3163.52,581.29,24.8344
0.0519079,0,0,21.279,1.32062,-67260.4,-12369.9,148.545,18.113,-263219,3160.88,581.321,24.8402
0.0519179,0,0,21.279,1.32083,-67204.4,-12370.6,148.421,18.1145,-263234,3158.25,581.353,24.846
0.0519278,0,0,21.279,1.32105,-67148.4,-12371.3,148.297,18.116,-263248,3155.62,581.384,24.8518
0.0519378,0,0,21.279,1.32126,-67092.4,-12371.9,148.174,18.1175,-263262,3152.99,581.416,24.8576
0.0519478,0,0,21.279,1.32147,-67036.4,-12372.6,148.05,18.119,-263277,3150.35,581.448,24.8634
0.0519578,0,0,21.279,1.32168,-66980.3,-12373.3,147.926,18.1204,-263291,3147.72,581.479,24.8692
0.0519678,0,0,21.279,1.3219,-66924.3,-12374,147.803,18.1219,-263305,3145.09,581.51,24.8751
0.0519778,0,0,21.279,1.32211,-66868.3,-12374.6,147.679,18.1234,-263319,3142.46,581.542,24.8809
0.0519878,0,0,21.279,1.32232,-66812.3,-12375.3,147.555,18.1249,-263334,3139.82,581.573,24.8867
0.0519978,0,0,21.279,1.32253,-66756.2,-12376,147.431,18.1263,-263348,3137.19,581.605,24.8925
0.0520078,0,0,21.279,1.32275,-66700.2,-12376.6,147.308,18.1278,-263362,3134.56,581.636,24.8983
0.0520178,0,0,21.279,1.32296,-66644.2,-12377.3,147.184,18.1293,-263376,3131.93,581.667,24.9041
0.0520278,0,0,21.279,1.32317,-66588.1,-12378,147.06,18.1308,-263390,3129.29,581.699,24.91
0.0520378,0,0,21.279,1.32339,-66532.1,-12378.6,146.936,18.1322,-263404,3126.66,581.73,24.9158
0.0520478,0,0,21.279,1.3236,-66476,-12379.3,146.813,18.1337,-263419,3124.02,581.761,24.9216
0.0520578,0,0,21.279,1.32381,-66420,-12380,146.689,18.1352,-263433,3121.39,581.792,24.9274
